"period","zone","gender","cancer","count"
"2005-2009","S01001956","All","Malignant Neoplasms",26
"2004-2008","S01001956","All","Malignant Neoplasms",22
"2000-2004","S01001957","All","Malignant Neoplasms",23
"1997-2001","S01001957","All","Malignant Neoplasms",25
"2005-2009","S01001957","All","Malignant Neoplasms",24
"2004-2008","S01001957","All","Malignant Neoplasms",27
"2003-2007","S01001957","All","Malignant Neoplasms",26
"1998-2002","S01001957","All","Malignant Neoplasms",22
"1999-2003","S01001957","All","Malignant Neoplasms",22
"2002-2006","S01001957","All","Malignant Neoplasms",24
"2001-2005","S01001957","All","Malignant Neoplasms",22
"1997-2001","S01001958","All","Malignant Neoplasms",39
"2003-2007","S01001958","All","Malignant Neoplasms",42
"2002-2006","S01001958","All","Malignant Neoplasms",44
"1999-2003","S01001958","All","Malignant Neoplasms",44
"2004-2008","S01001958","All","Malignant Neoplasms",47
"2005-2009","S01001958","All","Malignant Neoplasms",50
"2001-2005","S01001958","All","Malignant Neoplasms",44
"2000-2004","S01001958","All","Malignant Neoplasms",44
"1998-2002","S01001958","All","Malignant Neoplasms",40
"1997-2001","S01001959","All","Malignant Neoplasms",14
"2005-2009","S01001959","All","Malignant Neoplasms",30
"2002-2006","S01001959","All","Malignant Neoplasms",18
"2003-2007","S01001959","All","Malignant Neoplasms",21
"2004-2008","S01001959","All","Malignant Neoplasms",26
"1998-2002","S01001959","All","Malignant Neoplasms",13
"2001-2005","S01001959","All","Malignant Neoplasms",15
"1999-2003","S01001959","All","Malignant Neoplasms",15
"2000-2004","S01001959","All","Malignant Neoplasms",14
"1997-2001","S01001960","All","Malignant Neoplasms",12
"1998-2002","S01001960","All","Malignant Neoplasms",13
"1999-2003","S01001960","All","Malignant Neoplasms",13
"2000-2004","S01001960","All","Malignant Neoplasms",14
"2001-2005","S01001960","All","Malignant Neoplasms",17
"2002-2006","S01001960","All","Malignant Neoplasms",20
"2003-2007","S01001960","All","Malignant Neoplasms",19
"2004-2008","S01001960","All","Malignant Neoplasms",20
"2005-2009","S01001960","All","Malignant Neoplasms",24
"1999-2003","S01001961","All","Malignant Neoplasms",15
"2002-2006","S01001961","All","Malignant Neoplasms",14
"1997-2001","S01001961","All","Malignant Neoplasms",19
"2005-2009","S01001961","All","Malignant Neoplasms",10
"2000-2004","S01001961","All","Malignant Neoplasms",14
"2004-2008","S01001961","All","Malignant Neoplasms",12
"2003-2007","S01001961","All","Malignant Neoplasms",14
"1998-2002","S01001961","All","Malignant Neoplasms",17
"2001-2005","S01001961","All","Malignant Neoplasms",14
"1999-2003","S01001962","All","Malignant Neoplasms",29
"2002-2006","S01001962","All","Malignant Neoplasms",27
"2004-2008","S01001962","All","Malignant Neoplasms",29
"2003-2007","S01001962","All","Malignant Neoplasms",30
"2000-2004","S01001962","All","Malignant Neoplasms",26
"1998-2002","S01001962","All","Malignant Neoplasms",25
"1997-2001","S01001962","All","Malignant Neoplasms",20
"2005-2009","S01001962","All","Malignant Neoplasms",32
"2001-2005","S01001962","All","Malignant Neoplasms",24
"2000-2004","S01001963","All","Malignant Neoplasms",20
"2001-2005","S01001963","All","Malignant Neoplasms",20
"2002-2006","S01001963","All","Malignant Neoplasms",17
"1999-2003","S01001963","All","Malignant Neoplasms",18
"1998-2002","S01001963","All","Malignant Neoplasms",15
"2003-2007","S01001963","All","Malignant Neoplasms",16
"2004-2008","S01001963","All","Malignant Neoplasms",17
"2005-2009","S01001963","All","Malignant Neoplasms",18
"1997-2001","S01001963","All","Malignant Neoplasms",19
"2004-2008","S01001964","All","Malignant Neoplasms",9
"2003-2007","S01001964","All","Malignant Neoplasms",11
"1997-2001","S01001964","All","Malignant Neoplasms",11
"2005-2009","S01001964","All","Malignant Neoplasms",11
"1998-2002","S01001964","All","Malignant Neoplasms",11
"2001-2005","S01001964","All","Malignant Neoplasms",9
"1999-2003","S01001964","All","Malignant Neoplasms",10
"2002-2006","S01001964","All","Malignant Neoplasms",10
"2000-2004","S01001964","All","Malignant Neoplasms",8
"1998-2002","S01001965","All","Malignant Neoplasms",34
"2004-2008","S01001965","All","Malignant Neoplasms",38
"1999-2003","S01001965","All","Malignant Neoplasms",34
"2003-2007","S01001965","All","Malignant Neoplasms",39
"2005-2009","S01001965","All","Malignant Neoplasms",35
"2000-2004","S01001965","All","Malignant Neoplasms",38
"2001-2005","S01001965","All","Malignant Neoplasms",35
"2002-2006","S01001965","All","Malignant Neoplasms",33
"1997-2001","S01001965","All","Malignant Neoplasms",35
"2002-2006","S01001966","All","Malignant Neoplasms",19
"1998-2002","S01001966","All","Malignant Neoplasms",22
"2001-2005","S01001966","All","Malignant Neoplasms",24
"2000-2004","S01001966","All","Malignant Neoplasms",23
"2003-2007","S01001966","All","Malignant Neoplasms",21
"2004-2008","S01001966","All","Malignant Neoplasms",22
"1997-2001","S01001966","All","Malignant Neoplasms",22
"2005-2009","S01001966","All","Malignant Neoplasms",27
"1999-2003","S01001966","All","Malignant Neoplasms",25
"1997-2001","S01001967","All","Malignant Neoplasms",9
"1999-2003","S01001967","All","Malignant Neoplasms",7
"2005-2009","S01001967","All","Malignant Neoplasms",4
"2004-2008","S01001967","All","Malignant Neoplasms",4
"1998-2002","S01001967","All","Malignant Neoplasms",8
"2001-2005","S01001967","All","Malignant Neoplasms",7
"2000-2004","S01001967","All","Malignant Neoplasms",7
"2002-2006","S01001967","All","Malignant Neoplasms",4
"2003-2007","S01001967","All","Malignant Neoplasms",5
"1998-2002","S01001968","All","Malignant Neoplasms",37
"2001-2005","S01001968","All","Malignant Neoplasms",28
"2000-2004","S01001968","All","Malignant Neoplasms",31
"1997-2001","S01001968","All","Malignant Neoplasms",38
"2005-2009","S01001968","All","Malignant Neoplasms",37
"2002-2006","S01001968","All","Malignant Neoplasms",24
"2003-2007","S01001968","All","Malignant Neoplasms",29
"1999-2003","S01001968","All","Malignant Neoplasms",36
"2004-2008","S01001968","All","Malignant Neoplasms",33
"2002-2006","S01001969","All","Malignant Neoplasms",19
"2003-2007","S01001969","All","Malignant Neoplasms",19
"1999-2003","S01001969","All","Malignant Neoplasms",20
"1998-2002","S01001969","All","Malignant Neoplasms",17
"2000-2004","S01001969","All","Malignant Neoplasms",24
"2004-2008","S01001969","All","Malignant Neoplasms",14
"2001-2005","S01001969","All","Malignant Neoplasms",22
"2005-2009","S01001969","All","Malignant Neoplasms",11
"1997-2001","S01001969","All","Malignant Neoplasms",17
"1999-2003","S01001961","All","Breast Cancer",5
"1998-2002","S01001963","All","Breast Cancer",2
"1998-2002","S01001969","All","Breast Cancer",4
"1997-2001","S01001968","All","Breast Cancer",10
"1998-2002","S01001964","All","Breast Cancer",3
"1998-2002","S01001961","All","Breast Cancer",6
"2001-2005","S01001957","All","Breast Cancer",2
"2003-2007","S01001961","All","Breast Cancer",1
"1997-2001","S01001961","All","Breast Cancer",6
"1998-2002","S01001966","All","Breast Cancer",3
"2001-2005","S01001955","All","Breast Cancer",4
"1998-2002","S01001965","All","Breast Cancer",4
"2004-2008","S01001969","All","Breast Cancer",1
"2005-2009","S01001961","All","Breast Cancer",0
"2002-2006","S01001961","All","Breast Cancer",2
"1999-2003","S01001967","All","Breast Cancer",0
"2005-2009","S01001962","All","Breast Cancer",6
"2000-2004","S01001956","All","Breast Cancer",5
"2004-2008","S01001966","All","Breast Cancer",2
"1999-2003","S01001966","All","Breast Cancer",4
"2001-2005","S01001962","All","Breast Cancer",3
"2002-2006","S01001969","All","Breast Cancer",4
"2003-2007","S01001958","All","Breast Cancer",2
"2000-2004","S01001962","All","Breast Cancer",6
"1999-2003","S01001955","All","Breast Cancer",2
"2002-2006","S01001962","All","Breast Cancer",3
"1997-2001","S01001958","All","Breast Cancer",4
"1997-2001","S01001966","All","Breast Cancer",2
"2000-2004","S01001966","All","Breast Cancer",3
"2001-2005","S01001966","All","Breast Cancer",3
"1998-2002","S01001962","All","Breast Cancer",4
"2000-2004","S01001958","All","Breast Cancer",3
"2002-2006","S01001957","All","Breast Cancer",3
"2005-2009","S01001966","All","Breast Cancer",5
"2003-2007","S01001957","All","Breast Cancer",6
"1997-2001","S01001957","All","Breast Cancer",1
"1999-2003","S01001958","All","Breast Cancer",3
"1997-2001","S01001962","All","Breast Cancer",5
"2004-2008","S01001962","All","Breast Cancer",4
"1999-2003","S01001962","All","Breast Cancer",6
"2005-2009","S01001958","All","Breast Cancer",2
"2003-2007","S01001962","All","Breast Cancer",4
"1998-2002","S01001957","All","Breast Cancer",1
"2003-2007","S01001955","All","Breast Cancer",6
"1997-2001","S01001964","All","Breast Cancer",3
"2005-2009","S01001955","All","Breast Cancer",4
"2001-2005","S01001968","All","Breast Cancer",3
"2000-2004","S01001963","All","Breast Cancer",0
"2002-2006","S01001959","All","Breast Cancer",1
"2005-2009","S01001957","All","Breast Cancer",7
"1999-2003","S01001963","All","Breast Cancer",2
"1998-2002","S01001967","All","Breast Cancer",3
"2002-2006","S01001956","All","Breast Cancer",1
"2001-2005","S01001963","All","Breast Cancer",0
"2005-2009","S01001968","All","Breast Cancer",5
"2004-2008","S01001965","All","Breast Cancer",4
"2001-2005","S01001965","All","Breast Cancer",5
"2005-2009","S01001963","All","Breast Cancer",5
"2002-2006","S01001963","All","Breast Cancer",1
"2004-2008","S01001957","All","Breast Cancer",7
"2002-2006","S01001955","All","Breast Cancer",6
"2005-2009","S01001965","All","Breast Cancer",3
"2002-2006","S01001967","All","Breast Cancer",1
"2001-2005","S01001964","All","Breast Cancer",2
"2003-2007","S01001963","All","Breast Cancer",1
"2000-2004","S01001965","All","Breast Cancer",6
"1998-2002","S01001959","All","Breast Cancer",2
"2003-2007","S01001956","All","Breast Cancer",3
"2000-2004","S01001964","All","Breast Cancer",2
"1998-2002","S01001955","All","Breast Cancer",1
"1997-2001","S01001955","All","Breast Cancer",2
"1998-2002","S01001968","All","Breast Cancer",8
"1997-2001","S01001967","All","Breast Cancer",3
"1997-2001","S01001959","All","Breast Cancer",1
"2003-2007","S01001965","All","Breast Cancer",5
"1997-2001","S01001965","All","Breast Cancer",5
"2000-2004","S01001967","All","Breast Cancer",1
"2005-2009","S01001959","All","Breast Cancer",2
"2002-2006","S01001968","All","Breast Cancer",2
"2004-2008","S01001956","All","Breast Cancer",4
"2003-2007","S01001959","All","Breast Cancer",0
"1999-2003","S01001959","All","Breast Cancer",1
"2003-2007","S01001968","All","Breast Cancer",4
"2003-2007","S01001967","All","Breast Cancer",1
"2004-2008","S01001959","All","Breast Cancer",1
"2001-2005","S01001959","All","Breast Cancer",1
"2001-2005","S01001958","All","Breast Cancer",3
"2005-2009","S01001964","All","Breast Cancer",1
"2000-2004","S01001959","All","Breast Cancer",1
"2004-2008","S01001958","All","Breast Cancer",2
"2004-2008","S01001955","All","Breast Cancer",5
"1997-2001","S01001960","All","Breast Cancer",1
"2004-2008","S01001968","All","Breast Cancer",6
"1997-2001","S01001956","All","Breast Cancer",4
"2004-2008","S01001963","All","Breast Cancer",3
"1998-2002","S01001960","All","Breast Cancer",3
"2004-2008","S01001967","All","Breast Cancer",1
"2005-2009","S01001956","All","Breast Cancer",6
"1999-2003","S01001969","All","Breast Cancer",5
"2002-2006","S01001965","All","Breast Cancer",4
"1999-2003","S01001960","All","Breast Cancer",4
"1997-2001","S01001969","All","Breast Cancer",2
"1999-2003","S01001956","All","Breast Cancer",5
"2000-2004","S01001955","All","Breast Cancer",3
"2005-2009","S01001969","All","Breast Cancer",0
"2000-2004","S01001960","All","Breast Cancer",4
"1999-2003","S01001965","All","Breast Cancer",5
"1997-2001","S01001963","All","Breast Cancer",2
"2001-2005","S01001960","All","Breast Cancer",4
"2002-2006","S01001964","All","Breast Cancer",1
"2005-2009","S01001967","All","Breast Cancer",0
"2003-2007","S01001969","All","Breast Cancer",2
"2002-2006","S01001960","All","Breast Cancer",4
"1999-2003","S01001964","All","Breast Cancer",2
"2003-2007","S01001960","All","Breast Cancer",2
"1998-2002","S01001958","All","Breast Cancer",4
"2004-2008","S01001964","All","Breast Cancer",1
"2002-2006","S01001966","All","Breast Cancer",2
"2000-2004","S01001969","All","Breast Cancer",6
"2004-2008","S01001960","All","Breast Cancer",3
"2002-2006","S01001958","All","Breast Cancer",1
"2003-2007","S01001964","All","Breast Cancer",1
"2005-2009","S01001960","All","Breast Cancer",4
"2001-2005","S01001956","All","Breast Cancer",3
"2001-2005","S01001967","All","Breast Cancer",1
"2001-2005","S01001961","All","Breast Cancer",3
"1999-2003","S01001968","All","Breast Cancer",8
"2000-2004","S01001961","All","Breast Cancer",4
"2003-2007","S01001966","All","Breast Cancer",2
"1998-2002","S01001956","All","Breast Cancer",4
"2000-2004","S01001957","All","Breast Cancer",0
"2000-2004","S01001968","All","Breast Cancer",6
"1999-2003","S01001957","All","Breast Cancer",0
"2004-2008","S01001961","All","Breast Cancer",0
"2001-2005","S01001969","All","Breast Cancer",5
"2003-2007","S01001955","Male","Malignant Neoplasms",14
"1998-2002","S01001955","Male","Malignant Neoplasms",14
"1998-2002","S01001965","Male","Malignant Neoplasms",13
"1997-2001","S01001955","Male","Malignant Neoplasms",19
"2004-2008","S01001965","Male","Malignant Neoplasms",20
"2001-2005","S01001955","Male","Malignant Neoplasms",17
"2000-2004","S01001955","Male","Malignant Neoplasms",16
"2004-2008","S01001955","Male","Malignant Neoplasms",12
"2002-2006","S01001955","Male","Malignant Neoplasms",14
"2005-2009","S01001955","Male","Malignant Neoplasms",11
"1999-2003","S01001965","Male","Malignant Neoplasms",12
"1999-2003","S01001955","Male","Malignant Neoplasms",16
"2005-2009","S01001965","Male","Malignant Neoplasms",21
"2000-2004","S01001965","Male","Malignant Neoplasms",16
"2003-2007","S01001956","Male","Malignant Neoplasms",10
"2002-2006","S01001956","Male","Malignant Neoplasms",9
"2005-2009","S01001968","Male","Malignant Neoplasms",13
"2003-2007","S01001965","Male","Malignant Neoplasms",20
"1998-2002","S01001956","Male","Malignant Neoplasms",5
"1997-2001","S01001956","Male","Malignant Neoplasms",7
"2000-2004","S01001956","Male","Malignant Neoplasms",6
"1999-2003","S01001956","Male","Malignant Neoplasms",3
"2001-2005","S01001956","Male","Malignant Neoplasms",10
"2005-2009","S01001956","Male","Malignant Neoplasms",13
"2004-2008","S01001956","Male","Malignant Neoplasms",12
"2001-2005","S01001965","Male","Malignant Neoplasms",18
"2000-2004","S01001957","Male","Malignant Neoplasms",9
"1997-2001","S01001957","Male","Malignant Neoplasms",9
"2002-2006","S01001968","Male","Malignant Neoplasms",10
"2005-2009","S01001957","Male","Malignant Neoplasms",8
"2002-2006","S01001965","Male","Malignant Neoplasms",15
"2004-2008","S01001957","Male","Malignant Neoplasms",10
"2003-2007","S01001957","Male","Malignant Neoplasms",9
"1998-2002","S01001957","Male","Malignant Neoplasms",7
"1999-2003","S01001957","Male","Malignant Neoplasms",7
"1997-2001","S01001965","Male","Malignant Neoplasms",14
"2002-2006","S01001957","Male","Malignant Neoplasms",10
"2001-2005","S01001957","Male","Malignant Neoplasms",10
"2003-2007","S01001958","Male","Malignant Neoplasms",22
"1997-2001","S01001958","Male","Malignant Neoplasms",16
"2002-2006","S01001966","Male","Malignant Neoplasms",12
"2002-2006","S01001958","Male","Malignant Neoplasms",25
"1999-2003","S01001958","Male","Malignant Neoplasms",23
"1999-2003","S01001968","Male","Malignant Neoplasms",13
"1998-2002","S01001966","Male","Malignant Neoplasms",10
"2004-2008","S01001958","Male","Malignant Neoplasms",24
"2005-2009","S01001958","Male","Malignant Neoplasms",24
"2000-2004","S01001958","Male","Malignant Neoplasms",25
"2001-2005","S01001958","Male","Malignant Neoplasms",25
"2001-2005","S01001966","Male","Malignant Neoplasms",13
"1998-2002","S01001958","Male","Malignant Neoplasms",22
"2003-2007","S01001968","Male","Malignant Neoplasms",10
"2005-2009","S01001959","Male","Malignant Neoplasms",16
"2003-2007","S01001966","Male","Malignant Neoplasms",14
"2002-2006","S01001959","Male","Malignant Neoplasms",12
"1998-2002","S01001959","Male","Malignant Neoplasms",8
"2003-2007","S01001959","Male","Malignant Neoplasms",16
"2001-2005","S01001969","Male","Malignant Neoplasms",9
"2000-2004","S01001966","Male","Malignant Neoplasms",12
"2004-2008","S01001959","Male","Malignant Neoplasms",16
"2005-2009","S01001969","Male","Malignant Neoplasms",5
"2001-2005","S01001959","Male","Malignant Neoplasms",8
"1999-2003","S01001959","Male","Malignant Neoplasms",10
"2004-2008","S01001966","Male","Malignant Neoplasms",15
"2000-2004","S01001959","Male","Malignant Neoplasms",9
"1997-2001","S01001959","Male","Malignant Neoplasms",11
"1997-2001","S01001960","Male","Malignant Neoplasms",5
"2000-2004","S01001969","Male","Malignant Neoplasms",12
"1998-2002","S01001960","Male","Malignant Neoplasms",4
"2004-2008","S01001968","Male","Malignant Neoplasms",11
"1999-2003","S01001960","Male","Malignant Neoplasms",4
"2005-2009","S01001966","Male","Malignant Neoplasms",15
"2000-2004","S01001960","Male","Malignant Neoplasms",6
"1997-2001","S01001966","Male","Malignant Neoplasms",11
